Report_Date,Case ID,Source,Event Type,Portfolio,OneCode,Location,ClientName,Scheme,Team Name,Process Name,Process Group,Current Outsourcing Team,Onshore/Offshore,Scan+2,Site,Manual/RPA,Critical,Forthcoming Event,Operational Location,Current Activity User,Consented/Non consented,Mercer Consented,Vulnerable Customer,Start Date,Create Date,Data Type,Target Date,End Date,Within SLA,No of Days,Days to Target,Pend Case,No of days in pend,Regulatory Date (disclosure),Pend Reason
22-01-2025,075e5026-73ec-4831-adc5-559bef2ea5e6,Email,Change,Hybrid,Tsa-72173,New York,"Gillespie, Torres and Santos",Stand-alone composite support,Team B,Processing,Group 1,Team Z,Offshore,24-01-2025,New York,Manual,No,No,Sydney,clifford98,Consented,No,Yes,22-01-2025,22-01-2025,Transaction,30-01-2025,,Within SLA,0,8,Yes,1,25-01-2025,Awaiting Docs
22-01-2025,b8cac62f-d6e8-4c2c-8aba-c975e12ac803,Email,Follow-up,Hybrid,UpB-30632,Mumbai,Parker-Smith,Quality-focused bandwidth-monitored projection,Team B,Audit,Group 2,Team X,Onshore,23-01-2025,New York,Manual,Yes,Yes,New York,kelly24,Non consented,No,No,21-01-2025,21-01-2025,Transaction,29-01-2025,22-01-2025,Within SLA,1,,No,0,24-01-2025,
22-01-2025,df63b4e9-8d80-4237-b8d6-90afc2c26d9f,Portal,Follow-up,Hybrid,pZW-42024,Singapore,Smith-Burke,Organic incremental hardware,Team B,Processing,Group 1,Team Y,Offshore,24-01-2025,New York,Manual,Yes,Yes,New York,wilsonjill,Consented,No,Yes,20-01-2025,22-01-2025,Query,27-01-2025,,Within SLA,2,5,Yes,1,24-01-2025,System Issue
22-01-2025,fad911e5-10ac-42e9-a849-66af6d0102f9,Portal,Request,Hybrid,ZKs-56409,Mumbai,Parker LLC,Ergonomic regional moratorium,Team B,Processing,Group 1,Team X,Offshore,22-01-2025,Singapore,RPA,No,No,London,merritttaylor,Consented,No,No,18-01-2025,20-01-2025,Complaint,27-01-2025,22-01-2025,Within SLA,2,,No,0,25-01-2025,
22-01-2025,a2e3bca4-d4b0-4d7e-8fa0-b71651e63610,Paper,Follow-up,Debt,dGl-24519,Sydney,Dalton-Contreras,Vision-oriented asynchronous algorithm,Team B,Approval,Group 2,Team Z,Onshore,24-01-2025,Mumbai,Manual,No,Yes,Mumbai,lucasflores,Consented,Yes,No,19-01-2025,22-01-2025,Transaction,23-01-2025,,Within SLA,2,1,No,0,25-01-2025,
22-01-2025,93f1b9e1-bfd5-44ff-ae65-a71f44651be5,Paper,Follow-up,Debt,EyT-92023,Singapore,Reynolds-Beck,Optimized radical conglomeration,Team C,Audit,Group 1,Team Z,Onshore,23-01-2025,Sydney,Manual,Yes,No,London,ashleyhall,Non consented,No,Yes,20-01-2025,21-01-2025,Query,29-01-2025,,Within SLA,2,7,No,0,24-01-2025,
22-01-2025,9195164c-17e0-43ca-a23b-b1c68989d605,Paper,Request,Hybrid,MRb-41183,Mumbai,"Mcguire, Logan and Torres",Grass-roots solution-oriented product,Team B,Audit,Group 2,Team Z,Onshore,22-01-2025,New York,RPA,No,Yes,Sydney,kellygray,Non consented,No,Yes,19-01-2025,20-01-2025,Complaint,22-01-2025,,Within SLA,2,0,No,0,25-01-2025,
22-01-2025,bea35692-832b-4042-ad7c-1657ac608144,Portal,Request,Debt,ZtR-34633,Singapore,"Ryan, Hall and Young",Expanded methodical hub,Team B,Validation,Group 1,Team Y,Onshore,23-01-2025,New York,RPA,No,No,Mumbai,crosbyjoan,Non consented,Yes,No,19-01-2025,21-01-2025,Query,27-01-2025,,Within SLA,2,5,No,0,23-01-2025,
22-01-2025,9cbf4d7d-e70c-4280-afa9-7de7619987c0,Portal,Closure,Debt,Zsl-40865,Mumbai,Wright-Hoffman,Networked regional challenge,Team C,Audit,Group 2,Team Z,Offshore,23-01-2025,London,Manual,No,No,London,matthew74,Consented,No,Yes,20-01-2025,21-01-2025,Complaint,27-01-2025,,Within SLA,2,5,Yes,1,24-01-2025,System Issue
22-01-2025,d53690b0-d239-4bdf-970b-ee9734469c32,Phone,Follow-up,Debt,OHZ-09528,Sydney,"Hinton, Lynch and Suarez",Polarized responsive access,Team B,Audit,Group 1,Team Z,Offshore,23-01-2025,London,RPA,No,Yes,London,ashleyroman,Non consented,No,Yes,20-01-2025,21-01-2025,Complaint,23-01-2025,,Within SLA,2,1,Yes,1,23-01-2025,Other
22-01-2025,6c04e0d4-f5cd-4db1-9fa5-db119ae48021,Phone,Closure,Equity,gEz-45359,Mumbai,Williams-Ellis,Reactive multi-state customer loyalty,Team A,Validation,Group 2,Team Z,Offshore,24-01-2025,New York,RPA,No,Yes,Singapore,johnsonbrittany,Non consented,No,No,19-01-2025,22-01-2025,Transaction,27-01-2025,,Within SLA,2,5,No,0,25-01-2025,
22-01-2025,22e96c15-4622-406e-9718-da0a96b53c4c,Email,Request,Debt,sVU-88734,London,"Newman, Estrada and Black",Optional intermediate knowledge user,Team C,Audit,Group 2,Team X,Offshore,23-01-2025,London,RPA,Yes,No,New York,stephen61,Consented,No,Yes,18-01-2025,21-01-2025,Query,22-01-2025,,Within SLA,2,0,No,0,25-01-2025,
22-01-2025,daea3e48-da75-4fd5-b345-8e147523b4be,Phone,Change,Equity,qNC-06901,Singapore,Miller and Sons,Progressive empowering utilization,Team C,Validation,Group 1,Team Z,Onshore,23-01-2025,London,Manual,No,Yes,London,zgarcia,Consented,No,No,18-01-2025,21-01-2025,Transaction,28-01-2025,22-01-2025,Within SLA,2,,No,0,25-01-2025,
22-01-2025,6b3887b0-5bc6-4ea4-944a-fdde7afdc081,Portal,Request,Hybrid,IUG-65051,New York,Acevedo-Parks,Networked mobile protocol,Team A,Audit,Group 2,Team Z,Onshore,24-01-2025,New York,Manual,No,No,Mumbai,jose23,Consented,Yes,Yes,19-01-2025,22-01-2025,Transaction,28-01-2025,22-01-2025,Within SLA,2,,No,0,25-01-2025,
22-01-2025,f83b6c67-351d-411b-b1bd-449c48b9e631,Portal,Request,Equity,ubr-59698,London,Malone-Smith,Managed zero tolerance installation,Team A,Approval,Group 1,Team Z,Onshore,22-01-2025,Mumbai,RPA,No,No,Sydney,kvincent,Non consented,Yes,Yes,19-01-2025,20-01-2025,Complaint,28-01-2025,,Within SLA,2,6,Yes,2,24-01-2025,Other
22-01-2025,7c0664aa-3ab5-4e50-b2c9-cc0fca7e2d4e,Portal,Change,Hybrid,lYJ-54024,Sydney,Jones-Decker,Public-key optimizing concept,Team B,Audit,Group 1,Team Y,Offshore,23-01-2025,London,RPA,No,Yes,London,laurie14,Consented,Yes,No,20-01-2025,21-01-2025,Query,29-01-2025,22-01-2025,Within SLA,2,,No,0,24-01-2025,
22-01-2025,214b286f-d830-4225-8885-dbcff57ecb8e,Portal,Request,Debt,TFB-50385,Mumbai,"Thompson, Bennett and Rivas",Profound asynchronous product,Team A,Approval,Group 2,Team Y,Onshore,24-01-2025,Mumbai,RPA,Yes,No,London,phodges,Non consented,No,No,22-01-2025,22-01-2025,Complaint,30-01-2025,22-01-2025,Within SLA,0,,Yes,1,23-01-2025,Other
22-01-2025,92ae2d72-499b-4c67-a596-5343846de41e,Paper,Follow-up,Debt,muG-36806,Singapore,Walker-Cortez,Configurable 3rdgeneration throughput,Team C,Audit,Group 1,Team X,Offshore,24-01-2025,New York,RPA,No,Yes,Sydney,horndonald,Non consented,No,No,20-01-2025,22-01-2025,Transaction,29-01-2025,22-01-2025,Within SLA,2,,Yes,1,23-01-2025,Other
22-01-2025,99e0859c-609b-4c1a-93fe-ba888c9d0e58,Email,Request,Equity,WsP-51930,New York,"Heath, Hernandez and Oneill",Triple-buffered mobile knowledgebase,Team B,Validation,Group 2,Team X,Onshore,22-01-2025,Singapore,Manual,Yes,Yes,Sydney,alexandria70,Non consented,Yes,Yes,18-01-2025,20-01-2025,Query,22-01-2025,,Within SLA,2,0,No,0,23-01-2025,
22-01-2025,53da2de8-6325-4518-b75b-2b77e43b8b4c,Email,Closure,Hybrid,nqt-62036,Singapore,"Campbell, Fuller and Scott",Profound zero-defect policy,Team A,Processing,Group 2,Team X,Onshore,24-01-2025,Sydney,Manual,No,Yes,New York,tburgess,Consented,Yes,Yes,21-01-2025,22-01-2025,Complaint,29-01-2025,,Within SLA,1,7,No,0,25-01-2025,
22-01-2025,89870d1b-1ade-4bad-bb8d-958b3e9e7190,Email,Change,Debt,CRA-12335,New York,Woods Ltd,Business-focused local definition,Team C,Validation,Group 1,Team Z,Offshore,23-01-2025,Mumbai,Manual,Yes,No,Mumbai,blackwellkevin,Non consented,Yes,No,19-01-2025,21-01-2025,Transaction,24-01-2025,,Within SLA,2,2,No,0,23-01-2025,
22-01-2025,762831bf-7603-4d8e-9b79-d9c0ddcb8943,Phone,Follow-up,Hybrid,pzC-62626,New York,"Edwards, Williams and Mendez",Reactive real-time matrix,Team A,Validation,Group 1,Team Z,Offshore,24-01-2025,Sydney,Manual,No,Yes,New York,fbaker,Consented,Yes,No,21-01-2025,22-01-2025,Transaction,24-01-2025,,Within SLA,1,2,Yes,1,23-01-2025,Other
22-01-2025,5fd456a6-dbd3-4e61-85fc-71d6f75820c1,Portal,Follow-up,Debt,GTv-94434,New York,Matthews and Sons,Organized value-added knowledgebase,Team A,Processing,Group 1,Team Y,Onshore,24-01-2025,Mumbai,Manual,No,No,New York,natalie03,Consented,Yes,Yes,19-01-2025,22-01-2025,Query,22-01-2025,22-01-2025,Within SLA,2,,No,0,24-01-2025,
22-01-2025,6b7e0381-773a-44b6-a3a8-bb6479e8201d,Email,Closure,Hybrid,jbE-87404,Singapore,Mcdonald-Miller,Right-sized leadingedge hardware,Team A,Approval,Group 2,Team Y,Onshore,23-01-2025,Mumbai,RPA,No,No,Singapore,kennethjones,Consented,No,No,21-01-2025,21-01-2025,Complaint,24-01-2025,,Within SLA,1,2,Yes,1,25-01-2025,Awaiting Docs
22-01-2025,352ba3e3-c43b-4ba7-b89f-8cfec11f1ed9,Email,Closure,Equity,YcP-30990,London,"Williams, Rosales and Rodgers",Open-source holistic infrastructure,Team B,Audit,Group 2,Team X,Offshore,23-01-2025,Sydney,RPA,No,Yes,Singapore,jessica23,Non consented,No,Yes,18-01-2025,21-01-2025,Complaint,23-01-2025,,Within SLA,2,1,No,0,24-01-2025,
22-01-2025,436da10d-b8ec-46fe-8a5e-84b3beaf7c57,Email,Follow-up,Equity,xpv-53856,Mumbai,Mcintyre Ltd,De-engineered incremental Internet solution,Team C,Validation,Group 1,Team Z,Offshore,22-01-2025,Mumbai,RPA,No,Yes,Sydney,welchrose,Consented,No,No,19-01-2025,20-01-2025,Complaint,27-01-2025,,Within SLA,2,5,Yes,1,25-01-2025,System Issue
22-01-2025,dc986ec2-0373-480a-833f-c2a6abcda916,Portal,Request,Debt,Vfe-04709,Mumbai,Fitzgerald LLC,Reduced web-enabled secured line,Team C,Approval,Group 2,Team X,Offshore,22-01-2025,Singapore,Manual,Yes,No,New York,madison11,Consented,No,Yes,17-01-2025,20-01-2025,Transaction,24-01-2025,22-01-2025,Within SLA,3,,No,0,24-01-2025,
22-01-2025,990cf751-c3f0-4831-b07e-cdca999a0fbc,Paper,Request,Debt,ffJ-89965,London,Vega LLC,Profit-focused didactic synergy,Team B,Validation,Group 2,Team Z,Onshore,23-01-2025,Mumbai,Manual,Yes,No,Singapore,rcobb,Consented,No,Yes,18-01-2025,21-01-2025,Transaction,23-01-2025,,Within SLA,2,1,No,0,25-01-2025,
22-01-2025,4fdc8ac8-1395-4e2f-ad27-951866dbe857,Paper,Change,Hybrid,GPW-47761,London,"Ortiz, Tucker and Smith",Up-sized maximized superstructure,Team C,Audit,Group 2,Team Y,Onshore,23-01-2025,New York,RPA,No,Yes,Singapore,pross,Consented,No,Yes,21-01-2025,21-01-2025,Transaction,28-01-2025,22-01-2025,Within SLA,1,,No,0,24-01-2025,
22-01-2025,62267f0b-d57a-4134-882f-68dbdbc69dfc,Email,Request,Equity,Tix-82905,Singapore,Cooper-Burke,Multi-layered 3rdgeneration moderator,Team B,Processing,Group 1,Team Z,Offshore,23-01-2025,Mumbai,RPA,No,No,New York,hillfrank,Non consented,No,No,18-01-2025,21-01-2025,Transaction,22-01-2025,22-01-2025,Within SLA,2,,No,0,24-01-2025,
22-01-2025,00ec8333-3b47-47e5-b110-54823b904a84,Phone,Closure,Hybrid,sbu-29276,New York,Massey-Becker,Secured national interface,Team B,Approval,Group 1,Team Z,Onshore,23-01-2025,New York,RPA,Yes,No,London,robinjones,Non consented,No,Yes,18-01-2025,21-01-2025,Transaction,27-01-2025,22-01-2025,Within SLA,2,,Yes,3,23-01-2025,Client Response
22-01-2025,375e38b7-1136-49da-9ac4-01de0e070e00,Portal,Closure,Hybrid,tFt-18660,Singapore,Dillon-Lewis,Reverse-engineered background extranet,Team C,Audit,Group 1,Team X,Onshore,23-01-2025,London,RPA,No,Yes,New York,gquinn,Consented,No,Yes,18-01-2025,21-01-2025,Complaint,24-01-2025,22-01-2025,Within SLA,2,,Yes,1,24-01-2025,Awaiting Docs
22-01-2025,74887503-42da-4c8c-aaeb-bd9656eefd68,Email,Request,Debt,uMq-44203,London,Garcia-Conrad,User-friendly systematic concept,Team C,Validation,Group 2,Team Z,Onshore,24-01-2025,Singapore,Manual,Yes,No,Mumbai,kristacastillo,Non consented,Yes,No,22-01-2025,22-01-2025,Transaction,28-01-2025,,Within SLA,0,6,No,0,25-01-2025,
22-01-2025,fdfb1095-5b7b-45a1-969b-019039c4dffa,Paper,Change,Hybrid,FEt-18664,Singapore,Harris and Sons,Multi-lateral asynchronous middleware,Team B,Audit,Group 1,Team Y,Onshore,23-01-2025,London,RPA,Yes,No,Sydney,alankelly,Non consented,Yes,Yes,18-01-2025,21-01-2025,Transaction,27-01-2025,22-01-2025,Within SLA,2,,No,0,25-01-2025,
22-01-2025,e69467d0-447d-48ec-b212-89ec5fb72099,Email,Request,Debt,nNH-65815,Sydney,"Diaz, Jackson and Wilson",Reactive real-time Graphic Interface,Team B,Validation,Group 2,Team Z,Offshore,22-01-2025,London,RPA,Yes,Yes,Mumbai,natalie90,Consented,Yes,Yes,19-01-2025,20-01-2025,Complaint,23-01-2025,,Within SLA,2,1,No,0,24-01-2025,
22-01-2025,4db7fad7-85c3-4220-93cc-50accf10869c,Portal,Change,Hybrid,xZH-12865,Sydney,Bennett LLC,Virtual regional conglomeration,Team A,Validation,Group 1,Team Y,Offshore,24-01-2025,New York,Manual,No,No,New York,amandadunlap,Non consented,Yes,No,19-01-2025,22-01-2025,Query,27-01-2025,,Within SLA,2,5,No,0,25-01-2025,
22-01-2025,4fa0e7f4-3868-472e-966c-bc2018db9a78,Email,Closure,Hybrid,Udm-89180,Sydney,"Brown, Scott and Cruz",Fundamental clear-thinking strategy,Team A,Validation,Group 2,Team Y,Onshore,22-01-2025,London,RPA,Yes,Yes,Singapore,larrymoore,Non consented,No,No,19-01-2025,20-01-2025,Transaction,27-01-2025,,Within SLA,2,5,Yes,2,24-01-2025,System Issue
22-01-2025,5eb6b5bf-e055-4c8c-9bb7-54cfb06b4ec8,Portal,Follow-up,Debt,Vgl-97309,Mumbai,Robertson and Sons,Phased content-based frame,Team B,Approval,Group 1,Team Z,Offshore,24-01-2025,London,RPA,No,Yes,Singapore,branchkenneth,Consented,Yes,No,22-01-2025,22-01-2025,Transaction,27-01-2025,,Within SLA,0,5,Yes,1,25-01-2025,Awaiting Docs
22-01-2025,3fdc848e-3257-4e92-968f-1a4666cdc6e5,Phone,Closure,Equity,deu-15553,Mumbai,Williams Inc,Integrated explicit access,Team B,Validation,Group 1,Team X,Offshore,23-01-2025,London,RPA,No,Yes,New York,falexander,Non consented,No,No,20-01-2025,21-01-2025,Transaction,27-01-2025,,Within SLA,2,5,Yes,1,24-01-2025,Awaiting Docs
22-01-2025,e4c9bdec-198d-48e7-b653-65bfabf5c0bc,Email,Closure,Hybrid,JtQ-09659,New York,Flores-Russell,Triple-buffered intermediate encoding,Team B,Validation,Group 1,Team X,Onshore,22-01-2025,Singapore,RPA,Yes,No,Mumbai,mark41,Consented,No,No,18-01-2025,20-01-2025,Complaint,22-01-2025,22-01-2025,Within SLA,2,,Yes,3,23-01-2025,System Issue
22-01-2025,f947e835-bdf2-4031-8ef0-cbccc87849c1,Phone,Follow-up,Hybrid,ANM-29912,Sydney,Peterson-Brown,Integrated systemic artificial intelligence,Team C,Processing,Group 2,Team X,Offshore,22-01-2025,Sydney,Manual,Yes,Yes,Mumbai,johnsonteresa,Consented,Yes,Yes,19-01-2025,20-01-2025,Query,23-01-2025,22-01-2025,Within SLA,2,,No,0,24-01-2025,
22-01-2025,61e7eed9-bf8a-43f5-b1dc-bffceaef91c8,Paper,Request,Equity,WSU-69100,Mumbai,"Fields, Moore and Wright",User-centric bottom-line initiative,Team A,Approval,Group 2,Team X,Offshore,24-01-2025,Sydney,Manual,Yes,No,Sydney,robertgordon,Consented,Yes,No,20-01-2025,22-01-2025,Query,28-01-2025,22-01-2025,Within SLA,2,,No,0,23-01-2025,
22-01-2025,156e9644-afe0-47b4-a6e5-dd77203dfc74,Paper,Closure,Hybrid,NKX-75626,London,Blevins-Johnson,Ergonomic responsive flexibility,Team A,Processing,Group 2,Team Z,Offshore,22-01-2025,Mumbai,RPA,Yes,No,New York,tberry,Non consented,Yes,No,18-01-2025,20-01-2025,Query,23-01-2025,,Within SLA,2,1,No,0,23-01-2025,
22-01-2025,02d8eb63-00fe-4ccc-bee9-d208161b0d82,Phone,Change,Hybrid,FiW-59325,New York,Arnold Group,Business-focused tertiary customer loyalty,Team A,Approval,Group 1,Team Y,Onshore,22-01-2025,London,Manual,Yes,Yes,New York,dustinwilliams,Non consented,Yes,Yes,19-01-2025,20-01-2025,Query,22-01-2025,,Within SLA,2,0,No,0,24-01-2025,
22-01-2025,e9b1c858-769a-4f7e-a937-d4c7a5382d43,Email,Closure,Equity,Viq-48597,Sydney,Hawkins Inc,Digitized reciprocal hardware,Team B,Audit,Group 2,Team Z,Offshore,24-01-2025,Singapore,Manual,No,Yes,Singapore,phillipsjacob,Consented,Yes,No,21-01-2025,22-01-2025,Query,29-01-2025,22-01-2025,Within SLA,1,,No,0,23-01-2025,
22-01-2025,54c8633b-0b71-40f6-8fb8-0b6db79ba014,Email,Closure,Equity,bZy-80286,Singapore,Roberts Inc,Enhanced contextually-based firmware,Team A,Validation,Group 1,Team X,Onshore,23-01-2025,New York,RPA,Yes,Yes,Sydney,barnesmichael,Consented,No,No,18-01-2025,21-01-2025,Query,27-01-2025,22-01-2025,Within SLA,2,,No,0,25-01-2025,
22-01-2025,437414db-7a23-4fff-a2eb-b14a4ce95e09,Email,Request,Hybrid,TLb-76950,Sydney,Harrell-Walters,Upgradable optimal middleware,Team C,Audit,Group 1,Team Y,Offshore,24-01-2025,Sydney,Manual,Yes,No,Sydney,ryan43,Non consented,Yes,Yes,19-01-2025,22-01-2025,Query,24-01-2025,22-01-2025,Within SLA,2,,No,0,23-01-2025,
22-01-2025,6390d5d3-e68c-4a15-9801-33f10907ec9e,Phone,Closure,Equity,GJF-55623,Sydney,"Romero, Dixon and Luna",Multi-tiered grid-enabled interface,Team C,Processing,Group 2,Team Y,Onshore,23-01-2025,Singapore,Manual,No,Yes,London,charlesprice,Non consented,Yes,No,21-01-2025,21-01-2025,Complaint,27-01-2025,,Within SLA,1,5,Yes,1,25-01-2025,System Issue
22-01-2025,a5abe7f9-6aac-49e9-8d6e-7714f57fd15f,Phone,Closure,Hybrid,gZU-22901,New York,Hawkins Inc,Grass-roots mission-critical parallelism,Team C,Processing,Group 2,Team Y,Offshore,23-01-2025,Sydney,Manual,No,Yes,London,elizabeth71,Non consented,No,No,21-01-2025,21-01-2025,Complaint,27-01-2025,22-01-2025,Within SLA,1,,Yes,1,25-01-2025,Awaiting Docs
22-01-2025,03f2d047-9d8a-44b9-93d1-a873c0f03632,Email,Request,Debt,hWU-38035,Singapore,"Scott, Cooley and Matthews",Virtual fresh-thinking superstructure,Team C,Audit,Group 2,Team X,Offshore,23-01-2025,Sydney,RPA,No,Yes,New York,annsampson,Non consented,Yes,Yes,18-01-2025,21-01-2025,Query,23-01-2025,,Within SLA,2,1,Yes,1,23-01-2025,Awaiting Docs
22-01-2025,12cb8302-4edb-40cb-8a33-7f1b91cd3af7,Phone,Follow-up,Hybrid,Udx-91479,Sydney,Parker and Sons,Realigned disintermediate parallelism,Team C,Audit,Group 1,Team Y,Onshore,22-01-2025,Mumbai,RPA,No,Yes,London,nicole67,Non consented,Yes,Yes,19-01-2025,20-01-2025,Query,24-01-2025,22-01-2025,Within SLA,2,,No,0,23-01-2025,
22-01-2025,d1f055ba-0e69-40ed-a3bd-2289370db45e,Portal,Follow-up,Hybrid,FaZ-95326,Sydney,"Scott, Dixon and Holmes",Self-enabling multi-tasking synergy,Team B,Processing,Group 1,Team X,Onshore,24-01-2025,Singapore,Manual,No,Yes,New York,vdavenport,Non consented,No,No,22-01-2025,22-01-2025,Query,30-01-2025,,Within SLA,0,8,No,0,23-01-2025,
22-01-2025,26353ad8-a92c-4fd3-b053-0141614789ed,Portal,Follow-up,Debt,kHk-92582,New York,"Herrera, Smith and Gallagher",Progressive didactic collaboration,Team A,Processing,Group 2,Team Y,Offshore,24-01-2025,Singapore,RPA,Yes,Yes,Sydney,nathanielwilliams,Non consented,No,No,22-01-2025,22-01-2025,Query,31-01-2025,,Within SLA,0,9,Yes,1,25-01-2025,Other
22-01-2025,57c4e3d9-83a5-4e89-828c-4bace5f5883f,Portal,Closure,Hybrid,AOF-68467,Singapore,"Smith, Avery and Ramirez",Reactive directional matrices,Team B,Audit,Group 1,Team Z,Onshore,22-01-2025,Sydney,Manual,No,Yes,London,jessica95,Non consented,No,No,19-01-2025,20-01-2025,Transaction,24-01-2025,,Within SLA,2,2,No,0,23-01-2025,
22-01-2025,55b06753-7995-4c3f-9328-cf63d4b932b2,Phone,Change,Debt,fEu-21353,London,Sutton-Fletcher,Right-sized responsive complexity,Team C,Audit,Group 1,Team X,Onshore,23-01-2025,London,RPA,Yes,Yes,Mumbai,thill,Non consented,No,No,21-01-2025,21-01-2025,Transaction,24-01-2025,,Within SLA,1,2,No,0,23-01-2025,
22-01-2025,1644b00b-46c4-42a7-b722-5aff751526df,Portal,Follow-up,Debt,BCu-14862,Sydney,Combs Ltd,Decentralized reciprocal process improvement,Team A,Processing,Group 1,Team Y,Onshore,22-01-2025,Mumbai,Manual,No,Yes,Singapore,vcoleman,Consented,No,Yes,17-01-2025,20-01-2025,Complaint,27-01-2025,22-01-2025,Within SLA,3,,Yes,2,24-01-2025,System Issue
22-01-2025,680099bc-9cf5-4e16-84aa-1ea739595bb2,Portal,Follow-up,Hybrid,thN-55156,New York,Alexander-George,Front-line uniform access,Team C,Audit,Group 1,Team Y,Onshore,23-01-2025,Sydney,Manual,Yes,Yes,Sydney,knightjamie,Consented,No,No,21-01-2025,21-01-2025,Query,24-01-2025,22-01-2025,Within SLA,1,,Yes,1,24-01-2025,Other
22-01-2025,2f0602c6-d174-43d2-811a-e804bc8493da,Phone,Request,Equity,fWV-01630,New York,Johnston-Pearson,Distributed context-sensitive focus group,Team B,Processing,Group 2,Team X,Offshore,22-01-2025,Mumbai,Manual,Yes,No,London,davidcampbell,Consented,No,No,18-01-2025,20-01-2025,Complaint,24-01-2025,,Within SLA,2,2,No,0,25-01-2025,
22-01-2025,37080b78-bebf-4e40-8ab8-aadd8a9c7a82,Paper,Closure,Debt,AJd-49276,Sydney,"Fuller, Miranda and Graham",Team-oriented actuating artificial intelligence,Team A,Validation,Group 2,Team X,Offshore,24-01-2025,New York,Manual,No,Yes,London,hilllaura,Non consented,Yes,Yes,22-01-2025,22-01-2025,Query,30-01-2025,22-01-2025,Within SLA,0,,Yes,1,24-01-2025,Awaiting Docs
22-01-2025,8db55f78-4ccd-47d3-a8f5-0fb032501f53,Paper,Closure,Equity,Vpx-01537,Mumbai,"Ross, Hatfield and Tucker",Monitored fresh-thinking firmware,Team C,Processing,Group 2,Team Y,Onshore,24-01-2025,Singapore,RPA,Yes,No,London,robert05,Non consented,No,No,22-01-2025,22-01-2025,Complaint,30-01-2025,,Within SLA,0,8,Yes,1,24-01-2025,Client Response
22-01-2025,e47aa215-277c-4792-95f5-0f193ebb7dfe,Portal,Closure,Equity,rVz-60967,Sydney,"Graves, Simpson and Williams",Managed value-added database,Team C,Audit,Group 2,Team Y,Offshore,23-01-2025,Mumbai,Manual,Yes,No,New York,yschaefer,Non consented,No,Yes,21-01-2025,21-01-2025,Complaint,24-01-2025,,Within SLA,1,2,Yes,1,25-01-2025,Client Response
22-01-2025,101e92c6-92c9-45d1-9fc1-cc6e4c85880d,Phone,Request,Hybrid,ACV-19285,London,"Schaefer, Hernandez and Mason",User-centric 6thgeneration concept,Team C,Approval,Group 2,Team Y,Offshore,22-01-2025,Mumbai,RPA,Yes,Yes,London,suarezstacy,Non consented,No,No,19-01-2025,20-01-2025,Complaint,23-01-2025,22-01-2025,Within SLA,2,,Yes,2,25-01-2025,System Issue
22-01-2025,e2d54777-b8ff-48b1-922b-e5d5f848169c,Paper,Change,Debt,Dvu-38307,Singapore,"Taylor, Sloan and Hughes",Operative empowering data-warehouse,Team C,Processing,Group 2,Team X,Onshore,23-01-2025,Mumbai,Manual,Yes,No,Singapore,raymond84,Consented,Yes,Yes,18-01-2025,21-01-2025,Complaint,24-01-2025,22-01-2025,Within SLA,2,,No,0,24-01-2025,
22-01-2025,00a5a790-653a-41fb-bf96-600149dfd018,Phone,Change,Equity,vfQ-78907,Singapore,"Terry, Hurley and Lawson",Cloned logistical matrices,Team C,Processing,Group 1,Team X,Onshore,22-01-2025,Sydney,Manual,No,No,Sydney,mitchell29,Non consented,No,Yes,17-01-2025,20-01-2025,Transaction,28-01-2025,,Within SLA,3,6,No,0,23-01-2025,
22-01-2025,4c8706bb-46ff-4b15-b020-44ecad7649b1,Email,Closure,Hybrid,nRg-14925,Mumbai,Hardin-Harvey,Enhanced multi-state task-force,Team A,Processing,Group 2,Team Y,Offshore,23-01-2025,New York,Manual,Yes,No,London,zacharyschneider,Non consented,No,Yes,21-01-2025,21-01-2025,Complaint,24-01-2025,,Within SLA,1,2,No,0,24-01-2025,
22-01-2025,45a937a9-79d2-4895-9203-68b2a9b7fb58,Phone,Request,Hybrid,XuL-77656,London,Olson LLC,Inverse exuding success,Team C,Processing,Group 2,Team X,Offshore,23-01-2025,Singapore,RPA,No,Yes,Singapore,deborah34,Consented,Yes,Yes,21-01-2025,21-01-2025,Complaint,30-01-2025,22-01-2025,Within SLA,1,,No,0,25-01-2025,
22-01-2025,6e919cf9-c40d-4418-bbe6-cd4138ffecca,Phone,Request,Hybrid,AZK-87715,Sydney,Sampson Ltd,Adaptive optimal flexibility,Team A,Processing,Group 2,Team Y,Offshore,24-01-2025,Sydney,Manual,No,No,New York,tuckerstacey,Non consented,Yes,No,22-01-2025,22-01-2025,Transaction,27-01-2025,22-01-2025,Within SLA,0,,Yes,1,24-01-2025,Other
